"04004003","economy, business and finance/construction and property/real estate","The buying and selling of properties of all types "
"04004004","economy, business and finance/construction and property/farms","Agricultural areas for the production of foodstuffs, including dairy products, fruits and livestock, such as cattle and fish "
"04004005","economy, business and finance/construction and property/land price","The price of land in specific zoned areas such as commercial, residential arable as provided by a responsible body "
"04004006","economy, business and finance/construction and property/renovation","Restoring properties/structures to a former better state by cleaning, repairing or rebuilding. "
"04004007","economy, business and finance/construction and property/design and engineering","Design and planning by Engineers, Architects etc. of roads, offices, factories, dams , offshore structures, "
"04005000","economy, business and finance/energy and resource","Production of electrical power, and the water, air, sunlight, and fuels used to produce them "
"04005001","economy, business and finance/energy and resource/alternative energy","Alternative energy business "
"04005002","economy, business and finance/energy and resource/coal","Production and mining of anthracite and bituminous products for use in power production "
"04005003","economy, business and finance/energy and resource/oil and gas - downstream activities","All matters concerning oil and gas, typically refining and distribution activities "
"04005004","economy, business and finance/energy and resource/oil and gas - upstream activities","All matters concerning oil and gas, typically supply chain activities from the reservoir to the refinery gate "
"04005005","economy, business and finance/energy and resource/nuclear power","Use of radioactive materials for power production "
"04005006","economy, business and finance/energy and resource/electricity production and distribution","Primarily concerning the power line distribution system, but also the sale of electrical power at wholesale and retail levels "
"04005007","economy, business and finance/energy and resource/waste management and pollution control","The business of waste management and pollution control "
"04005008","economy, business and finance/energy and resource/water supply","The business of providing water for human use "
"04005009","economy, business and finance/energy and resource/natural resources (general)","The general use of natural resources for business purposes, not focused on specific resources such as coal, oil, gas or water "
"04005010","economy, business and finance/energy and resource/energy (general)","Energy industry, not focused on any specific sector "
"04005011","economy, business and finance/energy and resource/natural gas","A natural resource, mainly methane in an flammable gaseous state, from the ground "
"04005012","economy, business and finance/energy and resource/petrol","Distilled petroleum product used for automotive fuel, with or without additives "
"04005013","economy, business and finance/energy and resource/diesel fuel","A distilled petroleum product heavier than gasoline used not only for trucks, marine engines, but in certain forms for home heating "
"04005014","economy, business and finance/energy and resource/kerosene/paraffin","A light petroleum distillate used for cooking fuel, aircraft jet engines, lamps, heating and cleaning "
"04006000","economy, business and finance/financial and business service","Services that transmit, safeguard, keep track of money or provide backup to commercial enterprises "
"04006001","economy, business and finance/financial and business service/accountancy and auditing","Services provide balance sheet, budgets reconciliation and examine accuracy of financial statements "
"04006002","economy, business and finance/financial and business service/banking","Services for storing, transmitting, receiving and delivery of cash moneys "
"04006003","economy, business and finance/financial and business service/consultancy service","Providers of expert knowledge in a wide range of fields usually on a temporary, contract basis "
"04006004","economy, business and finance/financial and business service/employment agency","A service helping people find jobs, and companies to find workers "
"04006005","economy, business and finance/financial and business service/healthcare provider","Providers of medical services at all levels, including doctors, hospitals etc "
"04006006","economy, business and finance/financial and business service/insurance","A risk taking venture that allows individuals to pay small amounts periodically to guard financially against unexpected events "
"04006007","economy, business and finance/financial and business service/legal service","Lawyers and others who help companies and individuals deal with state, federal and local laws "
"04006008","economy, business and finance/financial and business service/market research","A service that tries to determine what people want to buy "
"04006009","economy, business and finance/financial and business service/stock broking","The buying and selling of company shares on behalf of individuals or other entities "
"04006010","economy, business and finance/financial and business service/personal investing","Personal finance and investment "
"04006011","economy, business and finance/financial and business service/market trend","Statistically significant consumer behaviour. "
"04006012","economy, business and finance/financial and business service/shipping service","Companies that prepare and transport packages and documents for individuals or companies by any means, including postal services. "
"04006013","economy, business and finance/financial and business service/personal service","Consumer service that is intangible e.g. beauty care as in hairdressing "
"04006014","economy, business and finance/financial and business service/janitorial service","Companies that provide cleaning and similar services for homes and businesses. "
"04006015","economy, business and finance/financial and business service/funeral parlour and crematorium","Companies that provide services for disposal of the dead "
"04006016","economy, business and finance/financial and business service/rental service","Companies which provide rentals, including motor vehicles, tuxedos, tools, heavy equipment, and other supplies "
"04006017","economy, business and finance/financial and business service/wedding service","Services and products related to the wedding industry "
"04006018","economy, business and finance/financial and business service/personal finance","An individual's income and expenses "
"04006019","economy, business and finance/financial and business service/personal income","Money that a person earns and is his/hers to keep or spend "
"04006020","economy, business and finance/financial and business service/auction service","Sales by bidding "
"04006021","economy, business and finance/financial and business service/printing/promotional service","Production of printed matter such as flyers, ads, signs etc "
"04006022","economy, business and finance/financial and business service/investment service","Financial advisers, as opposed to stock dealers or consultants "
"04007000","economy, business and finance/consumer goods","Items produced for and sold to individuals "
"04007001","economy, business and finance/consumer goods/clothing","Items of apparel to wear "
"04007002","economy, business and finance/consumer goods/department store","Stores largely devoted to the sale of clothing to individuals "
"04007003","economy, business and finance/consumer goods/food","Fruits, vegetables, breads, meats for human consumption "
"04007004","economy, business and finance/consumer goods/mail order","Items sold through and delivered by mail "
"04007005","economy, business and finance/consumer goods/retail","The last stage in the sales chain "
"04007006","economy, business and finance/consumer goods/speciality store","Retail outlets that specialize in categories such as shoes, coats, power tools, etc "
"04007007","economy, business and finance/consumer goods/wholesale","The first link in the sales chain after production "
"04007008","economy, business and finance/consumer goods/beverage","Liquid consumables, both alcoholic and non-alcoholic "
"04007009","economy, business and finance/consumer goods/electronic commerce","Buying and selling items through the Internet "
"04007010","economy, business and finance/consumer goods/luxury good","Leather bags, jewellery, haute couture, accessories etc "
"04007011","economy, business and finance/consumer goods/non-durable good","Lighters, pens and stationery, tableware, watches, glasses etc "
"04007012","economy, business and finance/consumer goods/toy","Children's plaything "
"04008000","economy, business and finance/macro economics","Broad scale economics and the world or national level "
"04008001","economy, business and finance/macro economics/central bank","A country's major bank that sets interest rates, and provides transfer of funds between commercial banks "
"04008002","economy, business and finance/macro economics/consumer issue","Those issues, such as prices, inflation/deflation, quality of goods, at the retail sales level "
"04008003","economy, business and finance/macro economics/debt market","Market for trading debt instruments such as bonds, CDs, bankers acceptances, T bills, notes, IOUs etc "
"04008004","economy, business and finance/macro economics/economic indicator","Certain indexes, such as company inventories, the movement of prices that show whether the economy is improving or declining "
"04008005","economy, business and finance/macro economics/emerging market","Those markets that are struggling to enter the world economies and those requiring financial help from international lenders "
"04008006","economy, business and finance/macro economics/foreign exchange market","The trading of shekels, dinars, euros dollars etc around the world through regulated markets "
"04008007","economy, business and finance/macro economics/government aid","Supply of financial and other help by one government, usually to another "
"04008008","economy, business and finance/macro economics/government debt","The amount a government owes on bonds, services and for goods and services for which it has no ready cash "
"04008009","economy, business and finance/macro economics/interest rate","The amount of money one must pay to borrow money "
"04008010","economy, business and finance/macro economics/international economic institution","Entities such as UNIDO, World Bank, World Trade Organization, the Import-Expert Bank etc that deals at a world level "
"04008011","economy, business and finance/macro economics/international (foreign) trade","Trade of goods and services between nations "
"04008012","economy, business and finance/macro economics/loan market","The market where money is available to borrow, at certain rates of interest "
"04008013","economy, business and finance/macro economics/economic organization","Business, industrial and trade associations, societies and other private-sector groups. "
"04008014","economy, business and finance/macro economics/consumer confidence","Reports on consumer confidence in the economy. "
"04008015","economy, business and finance/macro economics/trade dispute","International dispute over trade barriers, cartels, dumping etc. "
"04008016","economy, business and finance/macro economics/inflation and deflation","An increase in the amount of money in circulation and thereby a rise in prices; deflation, tighter monetary policy causing lower prices "
"04008017","economy, business and finance/macro economics/prices","The monetary value of goods, services or stocks and bonds "
"04008018","economy, business and finance/macro economics/currency values","The value of one currency as measured against another "
"04008019","economy, business and finance/macro economics/budgets and budgeting","A method of balancing revenues against expenses "
"04008020","economy, business and finance/macro economics/credit and debt","Credit: the amount of money available to you, often by loan. Debt, the amount you owe. "
"04008021","economy, business and finance/macro economics/loans","An agreement by one individual or institution to temporarily disperse money to another, with an agreed rate and time for its return "
"04008022","economy, business and finance/macro economics/mortgages","The loan of money for the purpose of purchasing a property, whether land or building. Or, for homeowners to repair or maintain properties, often based on owner equity in a property "
"04008023","economy, business and finance/macro economics/financial markets","Institutions set up to trade the shares or other financial paper of companies or other organizations, can also include currency trading "
"04008024","economy, business and finance/macro economics/commodity markets","The bartering or trading of goods such as cotton, oil, coal, metals, etc "
"04008025","economy, business and finance/macro economics/investments","Speculative purchases of corporate instruments, of commodities, currencies, or parts thereof "
"04008026","economy, business and finance/macro economics/stocks","Corporate paper that gives an individual an ownership right to a part of a company's earnings "
"04008027","economy, business and finance/macro economics/bonds","Corporate or governmental paper representing the loan of money at a fixed rate and for a fixed time to that company or government "
"04008028","economy, business and finance/macro economics/mutual funds","Pools of shares or bonds for sale often grouped by investment intention, such as growth, income or security "
"04008029","economy, business and finance/macro economics/derivative securities","Financial instruments such as futures, swaps and options, used for risk management, whose characteristics and value depend upon the characteristics and value of an underlying instrument, such as a commodity, bond, equity or currency. "
"04008030","economy, business and finance/macro economics/imports","What is bought abroad and brought into a country for resale "
"04008031","economy, business and finance/macro economics/exports","What is produced or manufactured in your country and sent and sold elsewhere "
"04008032","economy, business and finance/macro economics/trade agreements","Government level agreements between countries for the sale and purchase of goods and services "
"04008033","economy, business and finance/macro economics/trade policy","Governmental decisions on tariffs, shipping, embargoes, and the types or kinds of goods and services to be imported and exported "
"04008034","economy, business and finance/macro economics/business enterprises","Organizations set up usually for profit-making purposes by creating and selling a product or service "
"04008035","economy, business and finance/macro economics/tariff","Fees placed on goods imported or exported, often punitive "
"04008036","economy, business and finance/macro economics/trade balance","The difference between the financial value of imports and exports "
"04009000","economy, business and finance/market and exchange","Organized entities for buying and selling stocks, currencies, commodities and other goods "
"04009001","economy, business and finance/market and exchange/energy","Stories related to energy trading and markets "
"04009002","economy, business and finance/market and exchange/metal","Markets for trading base metals such as copper, aluminium, steel, zinc etc "
"04009003","economy, business and finance/market and exchange/securities","Markets for trading types of company paper such as stocks and bonds "
"04009004","economy, business and finance/market and exchange/soft commodity","Trading in commodities such as cotton, sugar, sorghum, soybeans etc. "
"04010000","economy, business and finance/media","The various means of disseminating news and information to the public "
"04010001","economy, business and finance/media/advertising","Methods of promoting goods and service to consumers through video, graphics, print text etc "
"04010002","economy, business and finance/media/book","The business of producing and selling bound media, whether fiction or non-fiction "
"04010003","economy, business and finance/media/cinema industry","The business of cinema "
"04010004","economy, business and finance/media/news agency","Commercial agencies for production and distribution of newsworthy events through print, broadcast, video or electronic media "
"04010005","economy, business and finance/media/newspaper and magazine","The business of producing bound and unbound printed paper products for periodic distribution of news items "
"04010006","economy, business and finance/media/online","The business of distributing news and information through computer networks for public consumption "
"04010007","economy, business and finance/media/public relation","The job of promoting products and services through advertising campaigns and/or through person-to-person contact or through news releases "
"04010008","economy, business and finance/media/radio industry","Business of radio "
"04010009","economy, business and finance/media/satellite and cable service","The business of transmitting of news, entertainment and information via satellite or cable television services "
"04010010","economy, business and finance/media/television industry","Business of television "
"04010011","economy, business and finance/media/music industry","Recording, production, marketing of music "
"04011000","economy, business and finance/manufacturing and engineering","Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering. "
"04011001","economy, business and finance/manufacturing and engineering/aerospace","Companies that assemble or manufacture components for airplanes and space ships. "
"04011002","economy, business and finance/manufacturing and engineering/automotive equipment","Companies that produce components for automobiles "
"04011003","economy, business and finance/manufacturing and engineering/defence equipment","Manufacturers of guns, tanks, cannons, ships etc for the military and non-military protection services "
"04011004","economy, business and finance/manufacturing and engineering/electrical appliance","Makers of large and small electrical goods for use in homes or business "
"04011005","economy, business and finance/manufacturing and engineering/heavy engineering","Manufacturers of cranes, bulldozers and the like for use in major construction projects "
"04011006","economy, business and finance/manufacturing and engineering/industrial component","Manufacturers of mechanical, electrical, electronic items needed in the manufacture of other items "
"04011007","economy, business and finance/manufacturing and engineering/instrument engineering","Manufacturers of instruments for calibration, measurement of things like speed, pressure, distance "
"04011008","economy, business and finance/manufacturing and engineering/shipbuilding","Manufacturers of ships, submarines, barges. "
"04011009","economy, business and finance/manufacturing and engineering/machine manufacturing","Manufacturers of turbines, engines, fans , pumps , motors and components for powered equipment. "
"04012000","economy, business and finance/metal and mineral","Production and refining of ores into metals "
"04012001","economy, business and finance/metal and mineral/building material","Manufacture of materials like wallboard, lumber wiring for the building industry "
"04012002","economy, business and finance/metal and mineral/gold and precious material","Mining, refining and sales of gold and other precious metals "
"04012003","economy, business and finance/metal and mineral/iron and steel","Mining, refining and sales of iron-based metals "
"04012004","economy, business and finance/metal and mineral/non ferrous metal","Mining, refining and sales of copper, zinc, aluminium, and other metals not based on iron "
"04012005","economy, business and finance/metal and mineral/mining","The industry of digging for metals, raw materials such as coal, or precious gems such as diamonds "
"04013000","economy, business and finance/process industry","The business of turning raw materials into useable products "
"04013001","economy, business and finance/process industry/distiller and brewer","Manufacture of alcoholic beverages "
"04013002","economy, business and finance/process industry/food","The business of processing, distributing and selling for basic human consumption "
"04013003","economy, business and finance/process industry/furnishings and furniture","Manufacture of furniture, wallpaper, paints and fabrics for interior decoration "
"04013004","economy, business and finance/process industry/paper and packaging product","Production of paper material for writing, wrapping, printing, or packaging "
"04013005","economy, business and finance/process industry/rubber product","Production of rubber based materials for gloves, protective coatings, hoses and the like "
"04013006","economy, business and finance/process industry/soft drinks","Production of non-alcoholic drinks "
"04013007","economy, business and finance/process industry/textile and clothing","Production of fabrics for furnishings and fixtures, and for clothing of various types "
"04013008","economy, business and finance/process industry/tobacco","Growing, producing and sale of tobacco products "
"04014000","economy, business and finance/tourism and leisure","Tourism and leisure industries "
"04014001","economy, business and finance/tourism and leisure/casino and gambling","The business of providing outlets for various games of chance using cards, dice, spinning wheels to betting on animal races "
"04014002","economy, business and finance/tourism and leisure/hotel and accommodation","The business of providing food and shelter to travellers "
"04014003","economy, business and finance/tourism and leisure/recreational and sporting goods","Manufacture of goods for leisure activities "
"04014004","economy, business and finance/tourism and leisure/restaurant and catering","The business of providing prepared foods for customers in groups large and small "
"04014005","economy, business and finance/tourism and leisure/tour operator","Operators of trips either locally, as around town, or to other countries "
"04015000","economy, business and finance/transport","The means of getting from one place to the other without walking "
"04015001","economy, business and finance/transport/air transport","Airplane and airport operations "
"04015002","economy, business and finance/transport/railway","The business of transporting people or cargo by rail "
